	Joe Mixon	Tyreek Hill	Jalen Hurts	Dalton Schultz	Josh Jacobs	Marquise Brown	Chase Claypool	Marvin Jones	Mark Ingram	Rex Burkhead	Gerald Everett	Nico Collins
4136	9.4	2.9	12.96		7.3		5.4	5.2	4.0	27.8	6.3	2.8
4137	10.9	21.8	37.82		20.4			14.8	2.9			2.5
4138	24.3	3.3	28.18	11.8	5.0	16.1	7.0	2.4	2.9	10.8	0.7	4.4
4139	3.9	7.6	0.72	1.1	9.4	4.8	11.9	16.1	22.6	5.4	5.4	6.9
4140	6.0	18.8	16.66	2.2	16.0	5.3	14.8	15.9	9.2	0.6	2.8	6.7
4141	21.1	7.6	20.54	5.3	16.0	24.5	1.9	6.0	6.4	27.8	3.6	2.8
4142	8.6	4.7	18.58		9.4	11.6	13.0	0.8	31.5	4.7	-3.3	0.9
4143	24.3	15.0	0.24	4.5	17.4	4.2	5.4	6.4	2.0	6.6	2.3	1.4
4144	9.4	9.1	22.92	4.5	12.8	15.1	17.3	11.5	6.2	4.5	12.8	2.5
4145	9.4	26.1	30.78	2.1	31.9	5.1	5.4	13.7	1.8		8.0	4.4
4146	6.3	16.8	30.78	5.4	10.9	2.7	1.9	2.5		0.9	0.3	0.7
4147	6.5	4.2	25.0	4.8	17.2	5.5	6.1	5.1	4.1	0.6	2.0	2.5
4148	24.6	8.7	0.36	5.4	6.1	0.8	3.8	33.3	16.8	4.9	-3.3	6.9
4149	7.1	6.5	6.86	12.6	31.9	13.4	7.0	0.9	6.2	4.0	6.0	3.2
4150	7.1	5.6	0.24	11.8	12.8	14.0	35.6	10.3	13.7	0.5	6.3	0.9
4151	28.3	36.6	16.66	4.5	16.0	17.3	6.7	5.2	5.7	7.9	2.7	2.8
4152	9.4	12.4	28.76	3.5	12.8	3.7	7.3	4.8	4.0	26.9	9.0	3.5
4153	6.8	0.2	28.18	1.8	13.4	15.1	9.5	7.4	3.0		2.7	3.2
4154	6.0	6.5	18.62	3.4	17.2	3.5	1.7	4.8	10.9		6.0	3.2
4155	9.4	4.2	27.64	1.1	12.9	2.7	6.1	16.1	2.7	18.6	2.7	2.8
4156	8.6	0.2	9.26	4.3	10.4	4.4	6.7	14.1	2.0		2.9	6.7
4157	7.1	1.9	20.54	14.2	20.9	2.7	14.1	2.4	16.8	27.8	2.3	2.5
4158	11.9	1.9	0.72	4.5	3.6	5.1	1.7	16.0	22.6	1.5	6.3	
4159	15.6	7.6	6.86	7.9	15.0	11.0	8.2	7.7	16.8	4.5	13.6	2.5
4160	8.6	1.8	16.28	1.1	5.0		1.7	1.4	2.6	0.5	5.4	6.7
4161	12.7	20.5	19.28		6.9	5.5	1.5	11.5	4.2	7.9	2.0	3.5
4162	16.3	16.0	12.96	5.3	2.4	13.4	9.5	30.0	11.3	26.9	4.4	9.3
4163	12.7	4.2		2.2	9.5	9.8	11.9	1.1	2.0	10.8	3.7	3.2
4164	10.9	7.0	2.6		12.9	8.5	6.7	1.9	22.6	4.0	0.3	6.9
4165	6.4	21.8	16.66	5.4	24.0	5.1	5.4	1.1	9.3	3.1	3.2	3.5
4166	12.9	11.4	22.92	1.4	15.0	11.0	9.5	7.0	27.1		2.2	9.3
4167	9.4	26.1	0.36	4.8	10.9	0.6	6.1	2.4	2.9	1.2	2.7	5.5
4168	8.6	13.6		3.7	16.0		2.4	3.5	7.7		0.8	3.2
4169	23.0	4.7	28.76	1.4	12.7	5.5	6.1	17.2	6.4	10.8	0.2	6.7
4170	9.4	26.1	25.0	2.3	6.9	24.5	9.5	1.4	13.7	0.9	6.3	3.5
4171	4.2	12.4	0.6	7.9	7.4	4.8	1.7	8.0	15.1	0.5	1.5	3.5
4172	9.4	0.2	6.86	7.4	14.2	1.3	7.0	15.6	9.3		2.1	2.5
4173	12.7	36.6	16.68	7.9	14.0	11.6	2.4	11.5	8.1	0.5	2.0	4.4
4174	36.1	1.9	0.72	1.1	14.2		13.0	7.4	16.8	6.6	4.0	2.8
4175	6.8	15.3		1.1	16.0	3.8		12.9	6.4		4.4	4.4
4176	20.9	8.1	12.96	1.1	13.4	4.1	1.9	1.1	2.6	0.5	-3.3	2.8
4177	7.7	20.5	12.96	1.1	14.2	13.4	1.7	15.9	8.1	0.6	2.0	6.9
4178	9.4	16.0	23.54		4.4	4.4	8.2	0.9	7.4	7.9	2.1	1.4
4179	21.1	11.4	11.22	12.7	20.4	1.4	35.6	4.6	13.7	7.9	2.0	
4180	24.3	1.9	0.24	11.8	16.0	3.7	4.3	16.1	22.7	4.7	8.8	5.5
4181	7.1	20.8		12.7	15.0	1.3	11.9	8.0	22.7	27.8	2.1	9.3
4182	25.5	1.9	21.8	5.4	17.2	0.8	19.0	4.3	4.0		0.8	
4183	6.4	16.2	37.82		2.4	14.0	4.1	4.6		3.2	7.5	
4184	9.5	12.4	20.54	0.6	12.8	3.8	1.9	13.7	22.7	6.6	0.9	3.2
4185	21.0	4.2	16.66	1.1	10.8	17.3	9.5	5.5	2.7	1.2		9.3
4186	12.9	16.8	20.54	12.8	14.0	4.3	1.7	14.8	2.7	6.6	2.2	2.5
4187	9.4	7.6	25.0		10.4	4.1	35.6	8.3	3.0	0.9	12.8	
4188	19.8	12.8	28.76	0.4	12.4	15.1	6.7	15.6	2.4		3.4	5.5
4189	8.6	1.9	23.54		8.1	0.8	8.2	4.8	2.4	5.4	4.0	3.5
4190	7.1	2.9	23.54	1.8	20.4	5.1	6.1	3.5	6.4		-3.3	6.9
4191	7.1	0.2	16.68	5.4	26.3	2.7	5.4	8.3	14.5	4.2	1.6	2.8
4192	6.0	5.6		4.3	14.2	14.0	4.7	8.0	9.4	10.8	8.0	2.8
4193	11.9	21.8	16.68	5.4	6.1	14.5	5.4	17.6	2.7	5.0	9.7	2.8
4194	23.0	26.1	2.6	4.4	14.2	13.4	7.3	10.3	1.7	2.3	4.4	3.2
4195	7.1	2.2	0.24		15.0	16.2	6.1	7.4	6.4	0.6	6.3	5.5
4196	16.3	11.0	11.22	4.4	16.0	3.7	13.0	3.5	5.7			9.3
4197	16.3	18.8	30.78	12.7	7.4	15.1	5.2	7.4	9.3	6.8	4.4	6.9
4198	6.5	2.2		20.0	3.6	16.1	1.9	2.5	2.4	4.7	2.5	5.5
4199	25.5	8.7	28.18	13.2	14.0	15.1	5.2	4.6	12.4	5.4	-3.3	
4200	10.9	5.0	28.18	4.8	10.8	14.0	4.3	4.3	1.8		4.0	4.4
4201	7.1	1.9	21.8	1.1	12.4	5.5	6.7	8.0	20.5	0.5	6.0	9.3
4202	6.0	5.6	0.6	4.8	8.1	16.2	3.8	2.4	22.2	0.9	0.9	1.4
4203	6.4	7.6	27.64	4.3	3.6	2.7	6.1	6.8	2.4	27.8	8.8	2.5
4204	11.9	1.9	28.18	12.8	16.0	24.5	1.7	30.0	3.9	1.5	4.0	2.8
4205	7.3	2.9	22.92		17.2	0.8	1.5	30.0	1.7	2.2	4.0	2.8
4206	21.3	10.6	25.0	4.4	17.4	4.1	9.6	4.3	2.0	4.7	2.4	5.5
4207	10.7	2.5	16.66	5.3	6.3	15.1	14.8	11.5	13.4	12.7	2.3	2.8
4208	36.1	6.7	22.92	8.5	6.1	5.3	1.7	3.5	1.7	4.7		6.9
4209	23.0	6.1	11.22	7.9	8.1	10.5	17.3	8.3	7.9	6.6	0.7	
4210	5.1	4.7	25.0	7.4	3.6	24.5	8.2	3.5	2.7	4.0	4.4	2.8
4211	8.6	4.2	0.5	7.4	12.8	14.0	4.1	2.1	2.0	3.4		2.5
4212	3.9	26.1	23.54	11.8	10.4	4.2	14.1	13.7	6.4	12.9		1.4
4213	15.4	13.6		5.3	10.4	13.8	13.0	11.4	7.1	1.5	2.8	2.8
4214	8.6	20.5	11.22		5.7	4.3	4.1	2.5	13.7	4.5	2.5	2.5
4215	23.0	20.0	28.76	0.7	15.0	5.5	6.7	0.8	4.1	12.7	8.8	2.8
4216	21.3	7.8	16.66	12.7	3.6	11.6	1.7	15.6	2.4	0.6	3.7	4.4
4217	8.7	2.2	1.8		9.4	8.6	19.0	4.6	4.1	4.7	-3.3	2.8
4218	28.3	0.2	12.96	4.3	14.2	24.5	1.7	5.5	14.5	5.4		1.4
4219	21.1	7.2	0.24	12.7	12.7	16.2	5.2	2.1	5.7	4.0	3.6	6.7
4220	6.0	0.2	16.66	4.5	10.8		4.3	4.8	11.3	3.1	2.7	4.4
4221	9.4	13.4	22.92	1.1	9.5	4.3	5.4	15.6	2.9		9.7	6.7
4222	6.8	4.2	18.58	7.9	5.0	8.5	4.3	2.4	9.3		12.8	0.9
4223	25.5	12.4	0.72	7.0	2.4	0.8	4.8	17.6	4.1	0.9	4.0	2.8
4224	15.6	4.1	16.68	3.5	9.5	0.6	1.7	1.7	10.9	0.5	2.7	3.2
4225	12.9	18.8	28.76		20.9	15.1	17.3	5.1	9.3	3.4	6.3	3.5
4226	25.5	16.0	21.8	7.9	14.0	14.5		4.2	1.7		8.8	4.4
4227	21.0	2.9		5.3	14.2	4.9	5.4	7.4	2.6	0.6	3.7	2.8
4228	24.3	6.5	25.0	0.6	12.7	4.3	5.4	1.7	2.7	6.6	4.4	9.3
4229	9.4	15.4	16.68	5.3	14.0	16.2	6.1	8.5	6.2	1.3	6.3	9.3
4230	21.1	21.8	25.0	5.3	12.9	3.5		0.9	2.4	4.5	5.4	0.9
4231	13.0	11.0	27.64	4.5	12.8	8.5	9.6	3.5	2.9	17.3	13.6	5.5
4232	29.6	8.8	22.92	4.3	10.8	2.7	9.4	5.1	2.0	26.9	2.7	6.7
4233	24.3	7.8	20.54	12.6	26.3	17.3	6.1	4.3	1.8	0.5	2.3	6.7
4234	6.0	21.8	27.64	4.3	12.4	9.9	6.1	0.9	4.1	6.6	1.6	2.8
4235	9.4	18.8	27.64	4.8	14.0	5.1	1.7	5.4	5.3	1.4	2.3	
4236	7.9	33.5	27.64	20.0	14.2	3.5	7.0	13.7	7.9	6.6	4.4	6.9
4237	24.3	20.5	37.82	4.3	5.7	0.8	5.4	14.5	15.1	5.4	1.5	0.9
4238	15.6	13.4	30.78	20.0	10.8	15.1	1.7	3.5	8.6		2.2	1.4
4239	7.3	7.8	6.86	14.2	6.9	13.8	17.3	17.6	2.0	0.5	2.7	0.9
4240	28.3	3.3	6.86	0.4	5.7	14.0	5.2	17.2	2.7	1.5	2.7	0.7
4241	23.0	12.4	30.78	11.8	20.9	4.1	1.9	2.4	7.7		5.4	3.2
4242	11.1	23.1	23.54	7.4	4.4	11.0	9.5	2.2	2.6	1.4	9.7	9.3
4243	21.0	10.6	9.26	14.1	10.8	4.2	19.0	1.1	10.9	1.5	3.2	3.2
4244	6.4	1.9	27.64	1.7	6.3	16.1	6.7	4.8	4.1		2.3	3.5
4245	25.5	2.2	16.68		3.6	9.9	8.2	8.3	13.7	6.6	2.7	3.2
4246	23.0	7.6	11.22		13.4	2.7	9.5	7.7	2.4	10.8	6.8	1.4
4247	24.3	44.9	16.66	12.7	12.7	8.6	17.3	2.1	16.8	3.1	5.4	6.9
4248	19.8	0.2	18.58	4.8	24.0	4.1	16.1	14.8	8.1	0.5	9.7	2.8
4249	25.5	21.8	6.86		9.9	3.7	7.0	0.8	6.4	0.7	0.7	3.5
4250	21.1	13.6	27.64	20.0	3.1	4.2	19.0	5.4	2.7	5.4	2.0	9.3
4251	6.5	26.1	23.54	5.3	3.1	5.1	35.6	5.2	9.7	26.9	4.0	9.3
4252	6.8	0.2	22.92	7.9	6.9	4.4	4.7	11.5	1.8	4.8	0.2	1.4
4253	15.6	5.6	11.22	12.6	14.2	2.7	14.1	5.5	3.9		6.0	0.9
4254	21.3	4.2	27.64	11.8	17.4	24.5	5.4	15.9	8.1		11.0	6.9
4255	8.6	44.9	16.68	4.5	16.0	6.3	3.8	11.5	2.6	3.4	6.8	2.8
4256	24.3	14.5		4.3	3.6	8.5	1.5	1.7	22.2	4.0	0.2	
4257	25.0	26.1	1.8	4.5	4.4	3.5	5.4	1.9	3.9		5.4	2.8
4258	9.4	2.5	0.36		10.9	4.1	6.1	2.1	23.8	5.4	4.0	4.4
4259	23.0	7.8	1.8	7.9	31.9	4.3	13.0	7.0	1.8		3.2	2.8
4260	21.3	24.1	16.68	7.9	10.5	11.6	6.1	3.5	23.8	5.4	2.7	0.9
4261	11.9	26.1	28.18	0.6	12.9	17.3	1.5	1.4	1.6	4.7	6.8	3.2
4262	13.7	7.8	27.64	7.9	7.4	16.1	19.0	11.4	2.0	1.2	2.3	5.5
4263	36.1	15.0	20.54	14.1	15.0	10.1	6.1	2.4	9.3		2.5	3.2
4264	7.9	26.1	22.92	7.4	9.4	2.7	9.5	4.3	6.2	12.7	3.6	4.4
4265	9.4	1.9	21.8	7.9	10.4	4.8	5.2	7.7	1.8	3.4	11.0	2.8
4266	25.5	2.9	6.86		5.0	5.1	1.9	3.5	2.8	1.7	1.3	2.8
4267	7.1		20.54	1.8	3.6	1.5	13.0	2.2	23.8	18.6	11.0	2.5
4268	3.2	2.5	11.22	14.2	12.7	1.4	19.0	7.0	4.0	11.9	1.7	2.8
4269	25.5	1.9	1.8	12.8	6.1	14.0	17.3	3.8	3.0	7.9	2.4	6.9
4270	21.0	36.6	21.8	1.4	12.8	8.2	17.3	15.6	13.7	6.8	0.9	
4271	11.2	10.6	0.5	12.7	15.0	3.7	6.1	5.1	2.6	0.9	11.0	3.5
4272	12.7	20.5	27.64	1.7	3.6	4.1	4.7	1.7	1.7		2.0	6.9
4273	13.7	36.6	20.54		5.0	24.5	7.0	8.0	8.1	7.9	9.0	
4274	6.0	13.6	0.36	1.1	5.7	9.9	6.1	1.1	2.4	12.9	0.7	0.7
4275	13.0	10.6	23.54	2.2	12.7	5.1	9.5	7.7	3.0	4.5	3.6	2.8
4276	8.6	8.8	20.54		17.4	17.3	9.4	2.1	2.9		0.2	2.8
4277	7.1	16.8	23.54	1.8	7.3	9.9	1.5	8.3	4.1	0.9	2.7	3.2
4278	7.3	20.0	23.54	20.0	14.0	4.1	13.0	5.0	9.3	1.7	0.8	2.8
4279	7.9	6.1	23.54		20.5	3.7	5.4	4.3	5.7	6.6		6.9
4280	8.6	0.2	20.54	4.8	16.1	4.2	1.7	7.4	17.0	3.2	12.8	0.9
4281	23.0	16.0	16.68		14.2	4.3	4.8	22.9	7.1		1.5	5.5
4282	6.0	8.8		20.0	31.9	4.4	9.5	1.9	2.9	4.0	2.5	0.7
4283	28.3	10.6	12.96		10.4	11.6	9.5	6.2	2.9	6.6	4.0	6.7
4284	25.0	2.2	25.0	12.7	20.5	4.1	9.6	11.5	3.9	4.9		0.7
4285	7.3	15.3	21.8	2.2	6.9	4.3	11.9	5.1	2.0	1.3	1.3	2.8
4286	8.6	18.8	27.64	13.2	9.5	4.1		5.1	2.4	0.5	9.0	4.4
4287	6.5	8.8	16.28		10.5	3.8	14.1	17.6	10.9	0.9	2.5	1.4
4288	24.6	22.0	0.36	3.5	31.9	3.7	17.3	5.1	1.7		6.3	9.3
4289	28.3	44.9	28.18	11.8	16.0	5.7	13.0	17.2	1.6	9.2	6.0	1.4
4290	6.4	30.5	22.92	12.6	4.4	3.7	6.7	5.1	14.5	11.3	2.5	3.5
4291	21.1	32.2	20.54	2.2	10.4	5.1		4.8	13.4	7.9	0.3	2.8
4292	21.1	7.8	0.36	14.2	10.4		9.4	15.9	3.0	4.8	0.7	5.5
4293	17.5	2.2	19.28		13.4	24.5	8.2	16.0	1.8	26.9	3.7	6.9
4294	7.1	8.5	28.76	12.8	3.6	5.1	4.8	2.4	14.5		3.6	9.3
4295	7.9	4.7		7.4	9.4	13.4	8.2	1.4	4.0		2.4	3.2
4296	4.2	11.5	22.92		9.4	0.6	1.7	14.8	2.0	26.9	9.0	3.5
4297	24.3	4.7	28.76		14.2	2.2	1.5	15.9	22.6	26.9	8.0	5.5
4298	23.0	11.5	16.68	1.8	17.2	0.8	19.0	3.5	2.0	5.9	6.0	0.7
4299	11.9	4.2	20.54	7.9	16.1	6.3	4.8	15.9	9.7	0.9	4.0	
4300	8.6	3.3	12.96	7.4	5.0	11.6		10.0	11.3	13.7	4.0	5.5
4301	23.0	3.3	18.62	4.4	31.9	1.4	14.1	3.5	7.9	0.5	2.8	6.7
4302	21.3	7.6	28.18	0.6	5.0	4.3	19.0	16.0	2.4	26.9	8.8	5.5
4303	9.4	2.9	19.28	5.4	23.3	4.1	4.7	16.0			6.0	9.3
4304	3.9	7.6	20.54		2.4	4.3	6.7	15.6	2.6	0.5	2.1	4.4
4305	29.6	20.0	23.54	11.8	20.4	15.1	9.6	1.4	10.9	1.3		6.9
4306	29.6	3.3	16.68	5.4	14.2	0.8	9.6	11.5	1.8	0.5	3.2	2.5
4307	20.9	5.1	16.66	4.3	5.7		14.1	4.3	3.9	8.5		6.7
4308	25.8	5.6	0.72	5.3	24.0	1.3	13.0	2.4	22.2	12.7	2.5	5.5
4309	11.9	13.6	12.96	5.3	17.2	5.1		10.3	2.0	11.9	6.3	5.5
4310	8.6	12.4	16.68	11.8	31.9	14.5	4.1	15.9	6.2	4.0	5.2	2.8
4311	8.6	13.6	30.78		12.7	5.5	5.2	1.1	11.3		2.0	3.2
4312	8.6	20.8	0.2	7.0	12.8	4.1	7.3	3.8	2.9	5.4	3.6	2.8
4313	9.4	26.1	20.54	2.2	17.4	3.5	1.7	4.6	7.1	4.0	2.7	3.2
4314	19.8	36.6	21.8		9.4	5.3	4.1	5.1		4.7	9.7	6.9
4315	24.3	20.5	20.54	4.8	5.0	5.7	4.8	17.6	7.1	6.6	2.3	3.2
4316	6.3	4.7	0.24	14.2	9.4	0.6	35.6	15.9	9.7	7.7	11.0	9.3
4317	7.1	7.6	18.58	1.8	17.2	9.8	5.2	2.1	2.0	4.7	9.7	2.8
4318	8.9	4.2	18.62	20.0	24.0	5.3	13.0	4.8	9.7	12.7	9.5	2.5
4319	8.7	2.9	22.92	1.4	12.8	9.9	7.3	0.9	1.7	4.0	12.8	3.2
4320	21.1	4.2	16.66	1.4	10.8	1.3	14.1	15.9	14.5	11.3	8.0	0.7
4321	19.8	8.7	28.18	1.8	12.8	11.6	7.0	1.1	22.7	13.7	12.8	5.5
4322	6.0	7.8	0.6	7.9	3.6	9.8	4.1	7.0	2.7	12.9	2.4	6.7
4323	21.3	4.7	6.86	20.0	9.5	1.4	16.1	7.4	2.7	0.6	4.4	2.8
4324	12.9	2.2	23.54	4.4	8.1	3.7	1.5	11.5	19.3	5.0	0.3	3.2
4325	9.4	6.5	0.6	20.0	7.4	11.6	9.6	6.0	21.5	18.6		5.5
4326	8.6	2.2	0.36	7.9	9.4	8.6	6.7	4.3	2.6	0.9	0.9	
4327	15.4	16.0	22.92	12.6	3.1	16.2	3.8	7.4	2.0	6.6	0.3	9.3
4328	17.5	15.0	0.36	4.8	10.5	14.5	6.7	11.5	16.8	1.2	2.5	3.5
4329	9.4	24.1	23.54	1.4	7.3	6.3	1.7	2.1	16.8	18.6	6.3	5.5
4330	7.9	11.5	20.54	3.5	5.7	8.6	1.7	1.7	7.1	4.5	2.1	9.3
4331	21.0	10.6	18.62	12.7	17.4	3.7	9.5	3.5	6.4	5.0	8.8	6.9
4332	7.1	11.0	25.0		26.3	16.1	1.9	30.0	14.5		12.8	4.4
4333	6.8	7.2	16.68	7.9	7.3	3.5	14.1	3.5	5.7		10.4	1.4
4334	5.1	6.7	37.82	20.0	2.4	9.9	35.6	13.7	12.4	6.6	6.8	4.4
4335	11.9	6.7	12.96	7.9	10.5	3.7	9.6	17.2	7.7	0.9	2.7	2.8
4336	8.6	21.8	25.0		9.5	5.1	5.4	4.8	2.7	0.9	3.4	2.8
4337	24.3	20.8	19.28	0.4	12.8	0.8	19.0	8.5	8.1	2.3	4.0	
4338	12.9	5.0	18.62	1.8	7.3	2.2	16.1	17.6	23.8	6.6	1.3	6.7
4339	6.5	4.1	27.64		2.4	11.6	11.9	2.1	8.1	1.7	0.3	6.9
4340	1.7	35.3	16.28		6.1	14.0	1.9	5.2	2.0	6.6	4.4	1.4
4341	9.4	1.9	16.28	1.1	12.4	2.2	14.8	4.3	3.9	2.6	3.2	1.4
4342	21.3	24.1	16.68	12.7	20.4	15.1	14.1	5.2	2.0	4.7	0.9	2.5
4343	10.7	21.8	28.18	2.4	10.4	2.7		15.6	14.5	0.9	4.0	2.8
4344	12.7	16.8	22.92	14.2	20.9	2.7	9.5	16.0	14.5	6.9	-0.4	2.8
4345	6.3	8.8	27.64	1.8	16.0	10.1	17.3	1.1	2.0	8.5	5.4	5.5
4346	21.0	20.5	28.18	5.4	15.0	8.6	7.0	5.5	14.5		0.2	3.2
4347	8.6	4.2	6.86	1.1	16.0	4.1	9.5	8.3	31.5		2.4	0.9
4348	13.7	20.5	0.2		20.4	1.5	17.3	1.4	1.7	4.7	2.8	0.7
4349	8.7	16.8	25.0		6.9	24.5	9.6	13.7	5.3	4.8	8.8	6.7
4350	9.4	4.7	30.78	1.1	5.0	1.5	1.9	5.1	7.9	3.2	0.9	0.7
4351	6.8	22.0	16.66	4.5	16.1	10.5	9.6	0.8	9.3	11.9	0.9	4.4
4352	21.1	36.6	16.68	14.1	20.4	4.9	13.0	15.6	4.0	1.4	2.0	9.3
4353	6.0	1.9	19.28	3.4	13.4	14.0	14.8	7.0	2.4	12.9	1.6	4.4
4354	21.1	36.6	28.18	4.3	15.0	14.0	35.6	18.6	1.8	18.6	9.7	3.5
4355	8.5	14.5		3.5	3.1	5.5	11.9	0.9	16.8	27.8	5.4	0.9
4356	28.3	4.2	0.72	7.9	9.4	2.2	9.5	11.5	4.1	26.9	3.7	5.5
4357	13.7	7.8	18.62	7.9	5.7	10.5	7.0	10.3	4.1	0.7	2.0	9.3
4358	9.4	20.8	12.96	14.1	25.6	3.5	6.1	16.0	13.7	1.2	2.5	4.4
4359	23.0	26.1	21.8	3.7	6.1	2.2	9.5	7.7	2.7	4.7	2.8	6.7
4360	5.1	6.1	0.36	11.8	12.8	3.8	11.9	2.5	6.4		1.3	0.9
4361	9.5	16.2	12.96	5.3	6.1	17.3	4.1	4.6	5.3	6.6	8.0	3.5
4362	23.0	7.8	11.22	4.3	10.8	10.5	8.2	5.5	2.0	26.9	2.0	6.9
4363	10.9	16.8	0.6	5.3	3.1	15.1	4.3	2.4	2.6		4.4	6.9
4364	21.0	3.3	28.18	14.2	14.2	15.1	6.1	8.3	22.2	8.5	9.7	9.3
4365	9.4	8.8	0.36	7.9	10.4	3.7	9.4	4.6	20.5	4.5	8.0	2.8
4366	25.5	3.3	9.26	5.3	10.8	4.3	4.3	16.0	13.4	26.9	1.3	4.4
4367	8.6	7.6	12.96	4.8	5.0	14.0	4.8	1.1	2.9	1.2	6.0	0.9
4368	24.3	16.0	12.96	8.5	10.4	0.8		1.9	6.6	3.2	2.3	6.7
4369	24.3	16.8	27.64	2.1	12.8	4.3	4.3	1.1	2.9	6.6	9.0	0.7
4370	10.6	44.9	0.72	13.2	3.1	3.5	5.4	33.3			8.8	6.7
4371	2.7	26.1	0.72	20.0	6.1	4.8	1.5	16.0	6.4	4.8	2.3	2.8
4372	21.0	9.1	16.68	13.2	24.0	13.8	7.0	4.3	9.7	1.5	2.3	0.7
4373	9.4	8.8	12.96	14.1	9.4	5.3	1.7	5.1	13.7	6.6	3.6	5.5
4374	25.8	11.5	16.66	13.2	6.1	8.6	5.4	17.2	9.3	0.9	16.9	3.2
4375	21.0	26.1			4.4	14.0	4.7	2.1	7.9	4.0	8.8	3.5
4376	15.4	6.7	0.2	1.8	12.7	26.7	4.1	1.1	2.0	1.2	0.3	2.5
4377	9.4	11.4	2.6	1.4	10.5	24.5	6.7	7.7	14.5	11.9	2.0	
4378	21.1	23.1	0.72	20.0	12.8	3.5	7.0	2.9	11.3	4.0	3.6	3.5
4379	9.4	7.6	21.8	0.6	10.4	1.3	13.0	4.6	2.0	27.8	8.0	2.8
4380	20.9	4.7	16.68	12.8	10.4	8.2	9.5	5.5	7.7	4.1	2.5	2.8
4381	23.0	16.2	6.86	14.2	3.1	0.8	17.3	15.9	4.1	7.9	6.8	3.2
4382	15.5		30.78	4.8	6.1	17.3	9.5	3.5	4.0	27.8	2.1	9.3
4383	21.0	5.1	0.6	1.8	10.9	2.3	4.3	3.5	8.1	10.8	3.4	1.4
4384	8.6	19.2	30.78		25.6	9.8	14.1	4.8	3.9	4.0	0.2	9.3
4385	25.5	1.9	20.54	5.4	9.9	0.8	13.0	2.1	22.6		2.7	2.8
4386	24.3	7.6	28.18	7.4	12.8	5.5	3.8	4.8	8.1	0.9	2.7	3.5
4387	11.9	23.1	23.54	1.8	17.2	2.7	8.2	30.0	2.6	4.8	0.2	5.5
4388	6.8	11.0	25.0		9.4	10.5	6.7	15.9	12.4	5.4	3.6	4.4
4389	6.0	2.2	9.26	1.1	9.5	5.7	8.2	0.9	4.2	4.0	0.3	
4390	21.0	36.6	18.62	7.9	3.6	0.8	7.3	7.7	6.4		2.5	0.7
4391	12.9	22.0	16.68	11.8	3.6	5.5	8.2	3.5	2.9	2.6	11.0	6.9
4392	36.1	2.2	25.0		9.5	9.8	6.7	4.6	6.4	6.6	0.3	3.5
4393	6.5	20.5	22.92	4.3	12.8	11.0	4.8	2.4	1.7	10.8	2.0	4.4
4394	7.7	20.5	30.78		3.1	9.9	1.9	4.8	2.0	5.4	9.7	3.2
4395	4.8	26.1	23.54	13.2	9.5	13.4	1.9	10.3	22.2	0.9	3.6	6.9
4396	20.9	24.1	19.28	20.0	14.0	11.0	7.0	17.6	8.1		12.8	0.7
4397	6.0	3.3	27.64	5.4	8.1	13.4	7.3	4.8	18.2	7.9	8.0	6.9
4398	28.3	7.6	18.62	0.7	14.0	3.8	4.7	13.7	4.1	6.8	0.2	2.5
4399	8.6	44.9	0.72	20.0	20.5	8.5	8.2	4.8	13.7	5.4	4.4	6.7
4400	21.0	2.9	20.54	7.4	26.3	10.5	4.8	4.6	6.4	2.2	0.2	0.9
4401	23.0	13.6	28.76	1.4	20.4	5.5	13.0	8.3	7.9	10.4		4.4
4402	7.8	12.4	9.26	5.4	6.1	1.5	19.0	2.4	1.8	4.0	3.7	2.8
4403	2.7	6.7	28.18	5.3	10.9		9.6	16.0	2.8	0.9	4.4	2.8
4404	6.4	4.2	18.58	2.4	12.8	3.5	1.7	17.6	1.7	4.9	3.6	4.4
4405	24.3	15.4	25.0	7.0	10.8	9.8	7.3	6.2	14.5	0.5	8.8	3.2
4406	13.7	4.2	0.24	14.2	9.4	15.1	7.0	3.5	2.6		3.6	9.3
4407	36.1	7.6	16.28	7.9	31.9	4.4	4.1	5.2	2.7	1.7	3.7	3.5
4408	7.9	5.4	25.0	2.3	12.8	11.0	1.9	15.9	2.4	3.1	6.0	1.4
4409	15.1	4.2	25.0		14.0	14.0	9.6	4.6	10.9	4.0	1.6	0.7
4410	25.5	12.4	27.64	12.7	10.9	14.0	1.9	1.9	8.1	3.7	8.0	0.9
4411	4.9	7.0	12.96	5.4	12.8	11.0	6.7	7.4	2.4	10.8	1.3	0.7
4412	9.4	4.2	16.66	7.4	10.9	3.5	5.4	4.6	7.9	0.9	8.8	2.8
4413	9.5	2.2	11.22	1.8	12.7	5.3	7.0	7.4	6.2		8.8	6.7
4414	15.1	15.0	18.58	1.1	10.8	0.8	6.7	13.7	2.0	2.3	5.4	2.8
4415	6.5	11.4	12.96	2.1	2.4	4.8	9.4	16.1	5.7	0.5	0.9	2.8
4416	5.1	2.1	11.22	1.1	4.4	4.9	4.7	1.1	4.1		1.5	4.4
4417	8.7	3.3	18.62	11.8	12.8	3.5	9.5	6.2	3.9	5.9	0.9	9.3
4418	9.4	36.6	1.8	20.0	20.4	13.4	9.6	7.4	2.7	0.5	2.3	
4419	23.0	0.2	16.28	7.0	6.3	24.5	1.5	6.2	1.8	26.9	-3.3	6.7
