	Joe Mixon	Tyreek Hill	Jalen Hurts	Dalton Schultz	Josh Jacobs	Marquise Brown	Chase Claypool	Marvin Jones	Mark Ingram	Rex Burkhead	Gerald Everett	Nico Collins
1217	6.8	7.2	6.86	1.4	9.5	4.1	9.4	2.5	3.0	0.9	3.7	2.8
1218	8.6	15.4	28.76		4.4	16.2	1.7	1.4	1.8	5.0	5.4	2.5
1219	5.1	7.6	20.54	3.5	6.1	8.2	13.0	15.9	14.5		1.3	0.9
1220	10.9	26.1	0.2	4.4	31.9	8.5	9.5	13.7	6.4	6.6	-3.3	0.7
1221	21.3	16.8	27.64	4.5	20.4	26.7	19.0	2.5	12.4	4.1	1.3	9.3
1222	3.9	7.0	18.58	1.1	10.5	5.5	7.3	8.5	2.7		3.7	1.4
1223	3.2	2.9	23.54	1.1	12.8	5.3	4.1	8.3	9.3		6.4	
1224	14.4	2.9	25.0	5.4	12.8	11.0	6.1	1.7	14.5	8.5	2.7	1.4
1225	8.6	7.8	30.78	12.8	12.4	0.8	7.0	4.3	1.8		9.7	9.3
1226	15.6	36.6		4.5	6.1	11.0	4.1	6.2	22.2	10.8	9.0	9.3
1227	9.4	20.0	30.78	12.8	3.1	24.5	5.4	3.5	22.2		4.4	4.4
1228	14.4	2.2	28.18	4.3	10.5	0.8	35.6	5.2	7.9	18.6	2.0	3.2
1229	11.1	36.6	27.64	14.2	17.4	5.5	35.6	13.7	2.4	10.8	1.3	9.3
1230	25.5	44.9	28.18	7.9	17.2	11.6	4.8	16.0	9.7	3.1	0.9	4.4
1231	23.0	2.1	0.2	5.3	14.2	11.6	7.3	13.7	13.4		5.2	0.9
1232	23.0	6.7	27.64	13.2	25.6	13.8	1.5	0.8	7.7	4.9	2.3	2.8
1233	12.9	12.4	16.66	2.2	25.6	9.8	4.3	13.7	8.1	7.9	6.3	0.9
1234	8.6	4.2	27.64	5.4	9.5	5.5	9.6	2.4	7.1	4.0	3.6	5.5
1235	11.9	7.6	21.8	1.1	20.5	5.1	8.2	1.1	6.2	0.6	2.9	6.9
1236	36.1	22.0	21.8		12.4	8.5	5.4	4.3	4.1	4.0	8.0	2.8
1237	6.8	13.6	20.54	5.3	20.4	5.3	11.9	4.3	22.6	1.3	0.3	4.4
1238	6.5	1.9	2.6	7.4	9.5	5.5	5.4	5.4	2.7	5.0	5.4	0.7
1239	28.3	13.4	19.28		10.4	4.1	8.2	7.4	1.7	4.9	8.0	5.5
1240	25.5	2.1	1.8	4.8	7.4	14.0	9.4	7.0	2.0	1.7	4.0	1.4
1241	25.5	21.8	22.92	14.2	12.7	10.5	4.3	5.5	16.8	4.9	0.2	2.8
1242	7.1	4.1	37.82	3.4	10.4	6.3	4.3	16.0	2.4	5.4	9.0	4.4
1243	13.0	26.1	28.76	7.9	9.5	10.5	9.6	13.7	2.6	12.7	2.3	0.9
1244	21.1		12.96		10.4	17.3	7.0	3.5	2.9	0.5	0.2	6.7
1245	16.3	13.6	21.8	11.8	12.4	2.7	8.2	1.9	3.9	0.5	6.3	3.2
1246	8.6	1.8	28.18	1.1	2.4	14.5	17.3	2.1	14.5	4.9	4.0	3.5
1247	5.1	7.8	30.78	14.1	3.6	11.0	7.3	7.0			0.3	0.7
1248	12.9	0.2	1.8	5.4	16.0	5.3	7.0	1.9	22.3	0.6	3.6	2.5
1249	24.3	22.0	22.92	4.8	17.2	17.3	7.0	6.2	2.4	0.6	7.5	6.7
1250	5.1	2.2	22.92	5.4	25.6	4.3	4.8	6.2	8.1	0.5	8.8	
1251	21.3	3.3	11.22	1.1	15.0	11.0	19.0	13.7	2.9	4.7	0.6	1.4
1252	8.5	21.8	21.8	12.7	9.9	14.0	1.9	1.1	31.1		2.4	
1253	21.1	6.7	6.86	2.1	6.1	14.0	3.8	6.2	7.1	5.9	5.4	5.5
1254	9.4	8.1	30.78	3.7	12.8	4.1	7.3	33.3	22.6	4.7	8.0	9.3
1255	24.3	6.5	0.36	4.8	14.0	5.5	1.9	23.7		8.5	6.3	9.3
1256	21.1	4.2	0.5		5.7	4.9	35.6	4.8	13.7		0.2	0.7
1257	9.4	7.6	0.36		12.8	17.3	1.9	1.9	12.4	6.6	0.3	6.7
1258	21.0	11.0	0.24	1.4	2.4	13.4	7.0	5.5	22.7	4.7		
1259	9.4	12.4	28.18	12.7	4.4	15.1	4.3	1.4	5.7	4.5	0.9	0.9
1260	11.9	15.3	0.72	4.8	6.3	13.4	5.4	6.0	1.8	0.6	6.8	4.4
1261	7.1	20.5	12.96	0.7	5.7		1.7	2.4		5.9	0.3	4.4
1262	9.4	8.5	2.6	5.3	9.4		16.1	4.6	9.3	27.8	0.9	1.4
1263	25.5	3.3	0.24		3.6	11.6	5.4	6.8	5.7	1.5	2.7	0.9
1264	15.4	7.8	0.24	5.4	20.5	0.8	1.5	3.5	4.0	4.5	3.6	3.5
1265	6.4	8.8	20.54	5.4	9.5	5.3	6.7	2.1	9.7	5.4	-3.3	2.8
1266	13.7	12.4	0.72		20.5	3.5		4.3	4.0	1.5	0.7	9.3
1267	8.5	11.0	23.54	14.2	25.6	14.0	13.0	6.2	16.8	10.8	9.7	0.7
1268	25.5	0.2	22.92	3.5	10.5	0.1	13.0	30.0	5.7	6.8	2.4	2.8
1269	6.0	15.3	21.8	11.8	6.9	4.1	5.4	13.7	0.2	8.5	2.3	5.5
1270	9.4	2.2	27.64	12.7	9.5	17.3	11.9	14.8	22.7	12.9	9.5	5.5
1271	24.3	36.6	28.76		3.1	3.7	9.4	17.2	2.0	0.5	0.7	2.8
1272	6.3	10.6	20.54	2.2	10.9	1.4		5.0	15.1	4.9	9.0	9.3
1273	21.1	15.0	9.26	1.1	12.8	17.3	4.1	2.1	2.0	0.6	2.0	6.7
1274	9.5	5.1	22.92	1.1	6.9	5.1	3.8	5.2	2.0	4.0	2.2	6.7
1275	5.1	13.4	9.26	5.3	3.6	17.3	9.6	8.3	13.4	1.2	2.7	
1276	23.0	8.8	0.5	20.0	5.0	4.1	4.3	11.5	14.5	26.9	0.9	5.5
1277	20.9	0.2	22.92	4.8	16.0	1.4	14.8	8.0	7.4	4.9	1.6	1.4
1278	7.8	3.3	30.78		12.7	16.1	17.3	11.5	4.2	12.9	1.3	3.5
1279	10.9	1.9	6.86	1.4	12.7	8.5	1.9	7.0	2.0	12.7	4.0	2.8
1280	7.1	7.6	25.0	3.5	7.3	0.8	11.9	15.6	7.7	6.6	5.4	6.7
1281	7.9	11.0	12.96	7.9	10.4	15.1	5.2	2.2	1.7	8.5	9.7	0.7
1282	11.9	7.0	37.82	12.6	3.6	5.3	1.9	1.4	10.9	5.0	5.4	
1283	12.9	44.9	16.28	5.3	6.1	4.3	1.7	11.5	2.9	3.1	2.7	3.2
1284	21.3	9.1	28.18	1.8	16.0	5.5	1.7	8.7	22.6		0.7	3.2
1285	12.7	26.1	0.5	7.9	5.7	0.6	17.3	7.7	2.6	1.7	2.5	0.7
1286	15.1	36.6	22.92	1.1	20.4	9.8	4.7	4.3	1.7	6.6	9.0	6.7
1287	24.6	21.8	1.8	5.3	3.1	11.0	13.0	13.7	11.3	3.1	2.0	3.5
1288	8.7	20.5	18.62	2.1	3.6	0.1	9.6	7.0	5.3	6.6	1.5	2.8
1289	36.1	6.7	28.18	4.4	12.8	11.0		1.9		12.3	3.2	4.4
1290	6.5	36.6	16.28		3.6		19.0	4.8	16.8	1.5	0.2	6.9
1291	15.6	13.6	20.54	14.1	3.6	24.5	5.4	11.5	7.9	0.5	0.3	2.8
1292	8.6	11.4	37.82		5.0	1.3	19.0	4.6	4.1	1.5	0.9	2.8
1293	24.6	13.6	19.28	20.0	12.7	6.3	6.1	2.1	11.3	4.9	8.8	2.5
1294	12.9	13.6	1.8		9.9	3.5	1.9	4.8	2.0	11.3	-3.3	0.9
1295	36.1	5.0	23.54	7.4	5.7	1.4	7.0	3.5	31.5	4.7	6.3	6.9
1296	23.0	13.6	20.54	4.8	10.4	0.1	19.0	2.1	8.1	1.5	8.0	0.9
1297	36.1	13.4	23.54	13.2	12.8	13.4	1.7	3.5	7.7	10.8	3.2	6.7
1298	8.6	4.2	0.6		13.4	9.9	4.8	5.1	4.0	6.6	2.5	5.5
1299	13.7	15.0	22.92		6.1	5.5	14.1	4.3	13.7		9.7	6.9
1300	9.4	4.7	22.92		20.4	3.5	9.5	4.6	4.0	4.0	5.4	2.5
1301	6.5	1.9	0.72		20.5	4.4	17.3	17.6	9.7	18.6	6.0	5.5
1302	9.4	4.2	11.22	7.9	8.1	11.6	9.4	13.7	2.6		0.7	0.9
1303	8.9	4.2	12.96	3.4	6.9	3.7	6.1	6.0	7.1		5.4	1.4
1304	12.7	35.3	11.22	7.9	7.3	5.3	5.4	5.5	2.9	6.6	2.7	2.5
1305	9.4	13.6	18.62	7.9	15.0	0.8	9.4	6.2	23.8	0.9	2.5	1.4
1306	21.0	2.2	18.62	4.5	20.4	14.0	4.8	5.1	4.1		8.8	6.7
1307	9.4	15.4	16.68	4.8	5.0	10.1	14.1	17.2	5.3	7.9	6.8	2.5
1308	24.3	21.8	27.64	0.4	26.3	0.8	5.4	4.6	12.4	4.8	3.2	0.7
1309	5.1	8.8	18.62	3.5	7.4	15.1	4.3	2.4	8.1	3.2	5.4	
1310	8.6	2.9	19.28	0.6	31.9	26.7	6.7	2.2	5.7	6.6	6.0	0.9
1311	12.7	20.5	16.66	12.7	10.4	3.8	9.4	4.8	1.7		3.2	6.7
1312	6.0	3.3	18.62	11.8	5.0	10.5	5.2	15.9	16.8	10.8		3.2
1313	6.5	8.7		12.7	31.9	11.6	8.2	17.2	1.7	26.9	8.0	5.5
1314	25.8	16.2	11.22		6.9	1.3	9.4	4.3	2.9	18.6	4.0	0.7
1315	9.4	4.7	0.2	4.3	5.0	5.5	13.0	4.6	3.9	0.9	1.5	0.9
1316	25.5	24.1	16.66	4.3	10.4	5.3	19.0	1.1	13.4	4.5	2.0	9.3
1317	6.8	2.5		1.4	15.0	13.4	1.9	1.1	2.7	0.5	2.8	0.9
1318	7.1	36.6	0.24	5.3	26.3	2.7	13.0	17.2	2.9	13.7	3.6	2.8
1319	6.8	15.3	16.68	5.3	25.6	24.5	9.6	1.4	2.6	5.4	2.4	0.7
1320	6.4	12.4	27.64	5.3	16.0	26.7	1.5	14.1	2.4			5.5
1321	21.0	3.3	25.0	1.8	5.7	2.7	3.8	7.0	14.5		0.3	
1322	15.4	8.8	18.58	1.4	6.3	1.5	1.7	3.5	12.6	4.7	5.4	3.2
1323	9.4	7.0	0.2	1.8	20.4	5.1	13.0	4.3	2.0	26.9		
1324	15.6	7.8	0.24		12.8	17.3	6.1	3.5	0.2	13.7	2.5	1.4
1325	5.1	23.1	20.54	5.4	7.4	9.8	9.4	17.2	13.4	4.5	8.0	1.4
1326	19.8	13.3	0.6	7.4	14.0	11.6	1.7	11.5	23.8	11.9	3.4	9.3
1327	21.1	2.2		0.4	17.2	4.2	9.5	7.4	1.7	27.8	2.5	5.5
1328	5.1	0.2	0.6	1.4	5.7	15.1	4.1	1.4	2.9			6.7
1329	9.5	13.6	0.6	12.6	20.9	0.8	4.3	15.9	6.4	0.6	1.5	3.5
1330	17.5	4.7	18.62		6.1	5.3	19.0	5.1	0.2	26.9	4.6	6.9
1331	12.7	4.7	23.54	12.7	12.7	8.6	1.7	7.0	2.0	6.6	0.6	6.7
1332	36.1	0.2	20.54	1.8	5.7	4.1	5.2	1.7	2.9	0.9	11.0	2.8
1333	3.9	15.0	6.86	5.4	3.6	0.8	9.5	17.2	16.8	3.4	1.6	0.7
1334	8.6	15.4			9.4	14.0	19.0	7.7	22.7	3.1		6.7
1335	23.0	11.4	18.62	12.6	9.4	6.3	1.7	0.9	9.3		2.2	9.3
1336	25.5	8.1	0.2	2.2	7.3	13.4	6.1	4.3	6.4		0.7	0.9
1337	21.1	6.7	23.54	1.4	9.5	17.3	1.7	2.5	13.4	0.5	4.0	2.5
1338	7.1	2.2	12.96	7.9	8.1	9.9	4.1	17.2	16.8	7.9	8.0	3.2
1339	15.1	26.1	6.86	20.0	2.4	3.7	6.7	5.2	6.2	11.9	4.0	6.7
1340	29.6	26.1	22.92	14.2	10.4	0.1	8.2	2.1	9.3	7.9	6.0	2.8
1341	8.6	7.0	0.36	3.5	6.9	24.5	6.1	1.7	2.9		6.8	6.7
1342	21.3	12.4	20.54	5.3	15.0	17.3	7.0	5.5	1.8		1.6	1.4
1343	24.3	2.5	22.92		20.4	14.0	7.3	2.5	6.4	27.8	3.6	
1344	10.6	16.0	22.92	4.3	15.0			5.1	4.1		2.8	1.4
1345	6.5	4.7	30.78	2.2	10.9	4.1	4.3	11.5	1.6	3.2	2.0	5.5
1346	15.5	26.1	9.26	3.5	20.5	17.3	6.1	5.6	7.9	13.7	5.4	6.9
1347	21.1	16.0	0.6	1.8	17.4	13.4	3.8	1.4	20.5	0.7	0.2	0.9
1348	9.4	15.4	11.22	2.3	10.9	0.6	8.2	15.9	8.1		6.3	1.4
1349	36.1	20.5	30.78	11.8	17.2	13.8	4.1	7.0	13.4	4.7	12.8	2.8
1350	12.7	7.6	21.8		14.2	15.1	14.8	4.3	2.9	4.8	9.7	6.9
1351	9.5	13.6	0.24	1.1	17.2	3.8	4.1	14.8	6.4	7.9		6.7
1352	8.6	15.0	0.2	5.3	6.1	0.6	5.2	11.5	9.3	0.7	2.3	1.4
1353	21.1	7.0	0.36	14.1	8.1	11.0	4.1	4.3	17.0			
1354	9.5	6.1	23.54	5.4	9.9	6.3	1.7	15.9	2.0	10.8	6.0	3.5
1355	25.5	4.7	0.24		15.0	5.7	16.1	2.4	2.0	7.9		3.2
1356	21.3	20.5	2.6		9.5	4.1	4.3	2.4	16.8	6.6	6.8	2.8
1357	1.7	13.6	19.28	5.3	15.0	4.2	8.2	2.4	4.1	10.8	12.8	4.4
1358	8.6	21.8	37.82	12.8	6.9	3.8	14.8	6.2	5.7	3.1		2.8
1359	15.4	16.8	18.62		6.3	4.4	6.7	0.9	17.0	12.9	1.5	0.9
1360	15.6	1.9	6.86	14.2	17.4	2.7	1.9	0.9	1.7	4.9	0.9	6.9
1361	21.1	11.0	18.62	7.4	6.3	0.8	1.7	5.1	3.9	4.0	6.3	0.7
1362	21.1	26.1	12.96	1.8	7.4	5.7	4.1	7.4	9.3	1.2	9.0	0.9
1363	5.1	11.0	12.96		14.0	1.5	3.8	2.4	5.7	7.9	3.7	2.8
1364	8.6	20.5	6.86	7.4	6.1	0.8	14.1	16.0	3.9		8.0	6.7
1365	9.4	1.9	9.26	7.9	9.5	4.3	6.1	16.0	4.1	4.7	8.8	3.5
1366	22.5	8.1	25.0	8.5	7.4	1.3		4.8	9.7	1.5	0.2	6.7
1367	9.4	20.5	28.18	2.1	5.7	4.1	5.2	2.9	22.2	1.2	8.8	
1368	25.5	7.0		5.3	10.4	10.1	9.4	5.2	0.2	0.5	3.6	2.5
1369	13.0	2.9	6.86	12.7	12.7	14.5	19.0	16.0	2.6	5.0	3.4	2.5
1370	6.0	11.0	12.96	3.4	5.0	15.1	1.7	5.5	3.9	7.9		6.7
1371	1.7	1.9	30.78	0.4	5.7	3.7	4.8	16.0	4.1	4.3	1.5	3.2
1372	12.9	7.2	23.54	5.3	9.5	5.1	8.2	5.1	9.3	0.6	2.7	9.3
1373	8.6	15.3	21.8	4.4	7.4		1.7	2.1	3.0	0.5	2.7	2.8
1374	21.3	2.9	16.68	4.3	9.5	3.7	6.1	2.5	15.1	10.8	7.5	6.9
1375	9.4	2.1	18.62		15.0	3.8	16.1	4.6	1.7	6.8	3.7	4.4
1376	8.6	2.2	16.28		17.2	11.6	1.5	14.8	1.7	18.6	0.2	4.4
1377	9.4	15.4	2.6	12.6	7.4	15.1	5.2	3.5	16.8	4.7	3.7	3.2
1378	9.4	4.2	30.78	3.5	6.9	24.5	3.8	2.1	2.7	4.0	2.3	5.5
1379	11.2	8.5	21.8	1.8	2.4		4.8	7.0	22.3	10.8	4.0	1.4
1380	9.4	2.2	25.0		12.7	3.7	9.6	30.0	5.7		4.4	0.9
1381	4.2	20.5	16.66	1.4	5.0	8.6	9.5	4.3	13.7	0.5	5.4	0.7
1382	24.3	20.8	20.54	1.8	5.0	13.4	6.1	2.4	2.9	6.6	-3.3	0.9
1383	1.7	24.1	6.86		12.7	5.3	4.8	7.4	1.7	12.7		1.4
1384	9.5	26.1	16.66	2.4	10.4	4.9	7.0	15.6	4.0		0.3	9.3
1385	9.5	6.7	0.6	5.4	10.5	14.0	6.7	2.1	2.4	26.9	6.3	
1386	8.6	6.7	18.58	1.8	16.0	5.3	8.2	7.7	2.4	5.4	3.7	4.4
1387	24.3	4.7	28.18		14.2	9.9	6.7	3.5	6.4	0.7	6.3	0.7
1388	24.3	26.1	22.92	4.5	12.8		9.4	4.8	2.8	4.7	6.3	0.7
1389	24.3	2.1		5.3	16.0	5.5	14.8	3.5	2.4	0.5	0.3	2.5
1390	15.1	8.8	9.26	1.8	20.4	1.3	4.1	7.4	13.7		4.4	6.7
1391	6.0	11.0	28.18	7.9	12.7		9.6	7.7	6.4	1.3	4.0	
1392	24.6	10.8	0.6	7.9	20.4	13.4	5.4	4.6	9.3	3.2	8.0	5.5
1393	23.0	21.8	16.66		14.0	24.5	1.9	4.6	3.9	26.9	0.2	5.5
1394	14.4	11.0	12.96	0.6	3.6	2.7	9.6	5.6	1.7	4.5	5.4	4.4
1395	24.6	26.1	23.54	1.4	6.9	11.6	4.7	4.6	6.4	4.7	1.6	0.7
1396	9.4	23.1		5.4	20.9	4.3	4.3	14.1	9.4	0.9	8.0	5.5
1397	6.5	36.6	12.96	20.0	14.2	9.9	7.0	6.0	6.2	6.6	2.3	2.8
1398	25.5	36.6		0.6	17.4	5.3	1.9	4.3	0.2	2.3		1.4
1399	21.3	15.4	19.28	12.7	15.0	16.1	9.4	3.5	13.7	6.8	2.8	3.5
1400	28.3	4.7	1.8	5.3	16.0	8.6	19.0	1.7	12.4	4.0	1.5	3.2
1401	5.1	44.9			12.7	3.7	6.1	15.9	19.3	6.6	2.3	6.7
1402	8.6	13.6	23.54		20.4	16.1	6.7	1.4	1.7	0.9	4.0	2.8
1403	19.8	11.5	27.64		3.6		6.7	14.8	5.7	26.9	2.7	3.2
1404	16.3	11.4	25.0		5.7	9.8	8.2	15.9	9.3		11.0	
1405	24.3	4.7	16.68	4.3	12.7		7.0	10.3	6.4	4.8	-3.3	
1406	8.6	21.8	11.22	1.8	14.0	11.0	14.8	1.1	6.4	26.9	2.7	5.5
1407	21.3	2.9	37.82	4.8	10.4	14.0	3.8	4.3	2.0	10.8	16.9	1.4
1408	21.0	36.6	0.5	5.3	7.4	3.7	2.4	15.9	2.4	6.6	2.1	0.7
1409	9.4	2.9		20.0	25.6	8.5	17.3	33.3	22.7	11.9		6.7
1410	12.7	15.4	28.76		14.2	3.5	6.7	4.6	4.0	4.5	1.6	3.2
1411	11.9	5.1	18.58	8.5	14.0	4.4	5.2	5.2	4.1	5.0	0.7	9.3
1412	21.1	23.1	27.64	7.9	9.4	8.6	7.0	23.7	3.6	4.7	8.8	6.7
1413	21.0	22.0	20.54	2.4	20.4	4.4	17.3	6.8	1.8		5.2	4.4
1414	12.7	11.0	0.6	2.4	14.0	3.5	9.4	5.2	6.6	4.7	4.4	1.4
1415	8.5	36.6	16.28	5.3	31.9	4.4		17.2	9.3		2.8	6.7
1416	21.3	33.5	16.68	5.4	23.3	3.8	13.0	7.7	9.3	5.9	8.0	5.5
1417	12.9	11.0	12.96	11.8	5.7	11.6	7.0	5.2	14.5	4.0	3.6	3.5
1418	36.1	13.6	0.72	5.3	5.7	4.1	9.6	4.8	3.6	3.2	8.0	6.9
1419	9.4	44.9	19.28		5.0	11.6	2.4	7.0	2.9	6.6	8.8	0.7
1420	11.2	11.4	25.0	1.8	3.6	11.0	1.9	14.8	11.9	4.7	2.5	1.4
1421	9.4	20.5	20.54	0.4	23.3	14.0	5.4	4.3	23.8	0.6	1.5	5.5
1422	21.3	36.6	6.86	7.9	23.3	4.8	4.8	13.7	6.4		10.4	1.4
1423	13.0	10.6	20.54	4.5	7.4	1.4	9.6	14.8	1.6	1.7	5.2	0.7
1424	6.0	7.8	21.8	3.4	14.0	5.3	6.1	4.6	9.3	4.7	4.0	2.8
1425	8.6	7.6	30.78	12.8	16.1	11.0	1.7	7.4	1.8	26.9	11.0	3.5
1426	11.9	11.0	6.86	20.0	20.4		19.0	2.1	6.2	4.7	4.6	2.8
1427	21.1	16.2	0.24	0.6	10.4	2.7	5.4	23.7	6.6	10.8	8.8	5.5
1428	23.0	14.8	20.54	0.6	12.7	14.0	4.3	6.2	6.4		10.4	6.9
1429	7.9	13.4	18.62	4.8	10.9	2.7	2.4	2.5	16.8	11.9		2.8
1430	13.0	3.3	28.76	8.5	16.0	4.1	17.3	1.7	2.7	2.2	0.9	4.4
1431	7.9	6.7	21.8		9.4	9.9	8.2	5.2	1.7	2.6	1.6	3.2
1432	11.9	11.0	30.78	7.9	14.0	11.6	4.7	1.1	14.5	6.6		2.5
1433	9.4	15.3	16.68		5.0	16.1	6.1	6.2	10.9		1.5	
1434	21.3	44.9	27.64	1.1	20.4	11.0	1.7	4.6	0.2		0.3	2.8
1435	8.6	7.8	20.54		10.9	4.2	1.7	2.5	5.3	7.9	3.7	0.7
1436	25.5	7.8	0.24	8.5	20.9	0.6		6.0	2.4	10.8	2.1	
1437	6.8	2.9	2.6	11.8	15.0	14.0	13.0	13.7	15.1	26.9	1.3	
1438	9.4	8.8	37.82	5.4	3.1	13.8	13.0	4.8	2.4		2.0	9.3
1439	15.6	7.8	25.0	0.6	12.7	17.3	19.0	5.4	22.7	5.4	2.0	3.5
1440	7.1	2.5	12.96	1.4	12.8	4.1	1.7	15.9	9.7	3.2	9.7	6.9
1441	8.6	13.6	19.28	2.1	14.2	15.1	1.9	16.0	16.8	5.0	2.5	6.7
1442	9.4	5.1	0.36		3.6	13.8	2.4	2.1	4.1	0.5	2.4	9.3
1443	9.4	20.5	11.22	4.8	9.9	0.8	7.0	5.2	4.2	0.6	0.2	4.4
1444	7.3	26.1	0.6		14.0	3.7	9.6	14.8	9.4	3.7	4.0	4.4
1445	8.6	11.4	37.82	13.2	17.2	11.0	7.3	0.9	6.4	26.9	6.0	0.9
1446	24.3	23.1	16.68	1.8	10.5	14.0	9.4	17.2	2.0	4.5	3.6	2.5
1447	6.0	24.1	23.54	12.7	5.7	2.3	8.2	4.6	14.5	26.9	9.0	9.3
1448	6.8	6.5	0.72		17.2	16.1	19.0	1.1	6.4	0.6	5.4	6.7
1449	7.1	15.4	22.92	4.5	12.7		6.1	1.4	2.4	4.8	0.9	5.5
1450	24.6	20.5	0.5		15.0	6.3		13.7	4.1	1.7	1.3	9.3
1451	9.5	4.7	27.64	13.2	3.1	3.5	8.2	5.1	2.9		1.6	5.5
1452	15.6	15.4	16.68	14.2	14.2	5.1	17.3	14.8	16.8	5.9	6.3	9.3
1453	21.1	2.5	27.64		17.2	5.5	4.8	0.9	1.6	11.9	4.4	2.8
1454	7.8	24.1	28.18	3.4	12.7	14.0	1.7	5.2	23.8	5.4	6.3	3.5
1455	6.0	11.5	11.22	20.0	20.9	5.3	3.8	6.2	13.4	5.4		6.7
1456	9.5	26.1	22.92	2.2	13.4	14.0	5.2	2.1	9.4	10.8	8.0	5.5
1457	7.1	26.1	2.6	1.1	6.3	16.1	1.7	4.3	2.7	26.9	2.8	2.5
1458	8.7	5.6	30.78	14.1	10.5	24.5	6.1	2.4	1.8	0.9	3.7	0.9
1459	21.1	11.5	22.92	12.6	17.4	2.2	7.3	13.7	0.2			6.7
1460	6.8	44.9	11.22		5.0	2.2	5.4	7.0	2.4	0.6	2.7	6.7
1461	2.7	13.4	37.82	4.5	10.4	9.9	4.3	1.7	2.7	5.0	6.8	6.7
1462	6.8	21.8	28.76	4.4	10.9	5.7	14.8	14.8	13.4	10.4	0.7	
1463	24.3	12.4	11.22	5.3	10.4	8.6	2.4	1.4	2.7	1.5	3.7	9.3
1464	8.6	6.7	19.28	3.4	4.4	3.7	9.5	4.6	4.0	4.0	0.2	6.9
1465	7.1		12.96	8.5	10.5	5.1	3.8	7.0	2.0	0.9	9.0	3.2
1466	12.7	6.1	9.26		5.7	1.5	7.0	5.5	2.6	4.7	5.4	4.4
1467	28.3	20.8	0.72	5.3	5.0	9.9	11.9	5.5		3.2	4.6	0.7
1468	9.5	11.5	30.78	0.4	8.1	5.3		13.7	3.9	27.8	8.8	2.8
1469	13.0	4.2	16.28	4.8	9.5		7.0	7.4	31.5	2.6	2.0	3.5
1470	25.5	26.1	12.96	1.1	12.8	4.4	35.6	13.7	2.7		6.3	6.9
1471	17.5	4.7	0.72		8.1	5.1	1.9	11.5	16.8	4.7	3.7	2.5
1472	8.5	11.4	0.2	14.2	26.3	14.0	9.5	16.0	16.8	10.8	-3.3	1.4
1473	15.4	8.8	20.54	7.9	14.2	0.1	8.2	12.9	4.0	1.2	5.2	1.4
1474	9.5	7.6	20.54		10.4	4.4	9.4	7.4	2.9	0.5	3.4	2.8
1475	28.3	7.6	6.86	0.7	14.0	5.7	9.4	2.4	2.0	6.6	3.2	2.5
1476	8.9	1.9	28.18	5.4	20.9	10.1	1.9	17.6	0.2	0.9	-3.3	1.4
1477	12.7	1.9	1.8	5.4	20.5	3.5	8.2	15.6	2.9	6.6	1.6	0.9
1478	7.1	11.5	2.6	2.4	12.8	4.1	4.3	22.9	2.7		5.4	6.7
1479	15.6	16.0	16.28	1.4	12.9	1.4	5.4	2.1	11.3	4.5	1.5	9.3
1480	9.4	11.0	12.96		3.6	5.1	4.1	14.8	9.3	1.4	2.7	4.4
1481	21.1	1.9	0.24	0.4	5.0	5.1	8.2	7.0	1.6	4.0	2.1	
1482	23.0	2.5	25.0	12.7	31.9	9.9	8.2	5.5	8.1	7.9	4.0	
1483	21.0	4.7	23.54	1.1	14.0	4.4	14.1	4.3	16.8	10.8	4.4	2.8
1484	12.7	2.2	21.8		12.4	4.3	19.0	18.6	20.5	10.8	4.4	3.5
1485	7.1	14.5	16.66	3.7	14.0	14.5	9.5	7.0	16.8		0.9	2.8
1486	24.6	3.3	16.28		7.3	14.5	5.2	8.0	2.4	10.8	12.8	0.7
1487	29.6	3.3	0.24	2.1	9.5	4.8	3.8	5.1	20.5		2.8	2.5
1488	6.8	13.4	1.8	1.4	5.0	4.1	1.7	1.1	2.9	1.7	3.7	1.4
1489	6.8	23.1	19.28		9.4	5.1	7.3	6.6	4.0	5.4	2.3	1.4
1490	24.6	2.2	2.6	14.1	20.4	6.3	9.6	5.4	13.4	26.9	9.0	6.9
1491	10.0	25.7	28.76	20.0	10.4	13.4	2.4	4.3	4.0		0.7	5.5
1492	36.1	11.4	0.6	1.8	17.2	3.7	13.0	10.3	31.5	5.4	2.9	4.4
1493	29.6	11.0	37.82	5.4	6.3	3.7	9.5	2.4	2.9	1.4	1.5	2.8
1494	8.6	2.2	20.54	2.2	10.4	14.5	14.1	2.4	2.0		6.3	5.5
1495	21.3	20.5	22.92	0.4	23.3	8.6	4.3	1.4	16.8	4.0	13.6	
1496	28.3	2.2	0.2	3.4	7.3	4.3	4.7	2.1	5.4	6.6	3.2	
1497	11.2	26.1		20.0	3.6	4.4	4.1	2.5	2.9	6.6	5.4	2.8
1498	15.4	6.7	9.26	12.7	2.4	4.8	6.1	1.1	5.3	2.6	0.2	0.7
1499	28.3	7.6	20.54	1.4	5.0	8.6	19.0	2.4	2.0	1.5	6.3	6.7
1500	25.5	9.1	1.8	4.3	31.9	1.3	4.8	30.0	1.8	3.4	2.7	3.5
1501	25.8	8.8	0.36		9.9	1.3	4.1	4.3	2.0	8.5	0.9	2.8
1502	21.3	2.2	25.0	4.4	9.4	5.3	8.2	3.5	13.4	4.1	-3.3	4.4
